"asylum","location","latitude","longitude","location_pcode","location_level","location_id"
"SRB","Serbia : Dispersed in the country / territory","44.23297119","20.79795837","SRB",0,2594
"SLE","Dispersed in country","12.565679","104.990963","KHM",0,261
"SLE","Gerihun : Point","7.9327629","-11.58734","SLEs002044",3,2607
"SLE","Bandajuma : Point","8.3111685","-10.8486743","SLEs002046",3,2601
"SLE","Gondama : Point","7.8377052","-12.2698141","SLEs002314",3,2608
"SLE","Jembe : Point","8.283329964","-11.06669998","SLEs002045",3,2609
"SLE","Jimmi Bago","8.52144146","-11.84389019","SLEs002047",3,2610
"SLE","Largo : Point","8.2727445","-12.1489787","SLEs002236",3,2617
"SLE","Taiama : Point","8.200396","-12.0575469","SLEr000000073",3,2622
"SLE","Tobanda : Point","7.807066","-11.368578","SLEs002313",3,2623
"SIN","Singapore : Dispersed in the country / territory","1.3553794","103.8677444","SGP",0,2626
"SXM","Sint Maarten (Dutch part) : Dispersed in the country / territory","18.04248","-63.05483","SXM",0,2628
"SVK","Slovakia : Dispersed in country / territory","48.669026","19.699024","SVK",0,2633
"SVN","Ljubljana : Obcine - Municipality","46.0569465","14.5057515","20SVN004018",2,2658
"SVN","Slovenia : Dispersed in the country / territory","46.151241","14.995463","SVN",0,2652
"SOL","Honiara","-9.4456381","159.9728999","SLBs001465",3,4293
"SOM","Mudug : Gobolka - Region","6.5656726","47.7637565","20SOM018",1,2681
"SOM","Woqooyi Galbeed : Gobolka - Region","9.542374","44.0960311","20SOM012",1,2695
"SOM","Bari : Gobolka - Region","10.1203847","49.6911374","20SOM016",1,2669
"SOM","Nugaal : Gobolka - Region","8.2173496","49.2030851","20SOM017",1,2684
"SOM","Awdal : Gobolka - Region","10.6334285","43.329466","20SOM011",1,2666
"SOM","Bakool : Gobolka - Region","4.3657221","44.0960311","20SOM025",1,2667
"SOM","Banaadir : Gobolka - Region","2.1187375","45.3369459","20SOM022",1,2668
"SOM","Gedo : Gobolka - Region","3.5039227","42.2362435","20SOM026",1,2675
"SOM","Sanaag : Gobolka - Region","10.3938218","47.7637565","20SOM015",1,2686
"SOM","Sool : Gobolka - Region","8.7221556","47.7637565","20SOM014",1,2690
"SOM","Togdheer : Gobolka - Region","9.4460587","45.2993862","20SOM013",1,2694
"SOM","Bay : Gobolka - Region","2.4825193","43.483738","20SOM024",1,2670
"SOM","Galgaduud : Gobolka - Region","5.1850128","46.8252838","20SOM019",1,2674
"SOM","Hiraan : Gobolka - Region","4.321015","45.2993862","20SOM020",1,2677
"SOM","Juba Dhexe : Gobolka - Region","2.0780488","41.6011814","20SOM027",1,2678
"SOM","Juba Hoose : Gobolka - Region","0.224021","41.6011814","20SOM028",1,2679
"SOM","Shabelle Dhexe : Gobolka - Region","2.0780488","41.6011814","20SOM021",1,2687
"SOM","Shabelle Hoose : Gobolka - Region","1.8766458","44.2479015","20SOM023",1,2688
"SOM","Somalia : Dispersed in the country / territory","5.152149","46.199616","SOM",0,2672
"RSA","South Africa : Dispersed in the country / territory","-30.559482","22.937506","ZAF",0,2697
"SSD","Juba : County","4.859363","31.57125","20SSD092002",2,2879
"SSD","Makpandu : Point","4.7400577","28.678979","SSDs003968",3,2725
"SSD","Andari : Point","4.9544575","27.7256083","SSDs003996",3,2702
"SSD","Ezo : County","5.0472581936292","27.497742464082","21SSD010001",2,2848
"SSD","Naandi : Point","4.9700161","27.8956062","SSDs003997",3,2733
"SSD","Source Yubu : Point","5.400227","27.249378","SSDs005037",3,2740
"SSD","Tambura : County","5.6052635","27.4673845","20SSD091001",2,2743
"SSD","Gorom : Point","124.717443","31.581","SSDs005036",3,2712
"SSD","Lasu : Point","14.4851015","121.0232543","SSDs003967",3,2721
"SSD","Morobo : County","3.6841143","30.7766583","20SSD092005",2,2730
"SSD","Yei : County","4.0952713","30.6775054","20SSD092004",2,2755
"SSD","Doro : Point","9.978238","33.758634","SSDs004119",3,2706
"SSD","Ajuong Thok","9.9352349876439","30.375408176949","SSDs005225",3,2701
"SSD","Kodok","9.8940725","32.1093067","SSDs006122",3,2716
"SSD","Pochalla : County","7.0045042625877","29.244193486473","20SSD072008",2,2737
"SSD","Central Equatoria : Wilayat - State","4.6144063","31.2626366","20SSD092",1,2703
"SSD","Country Wide (South Sudan)","6.9487396551587","30.2361974164","SSD",0,3958
"SSD","Eastern Equatoria : Wilayat - State","5.0692995","33.438353","20SSD093",1,2709
"SSD","Jonglei : Wilayat - State","7.1819619","32.3560952","20SSD072",1,2714
"SSD","Lakes State : Wilayat - State","6.6030799","29.9740534","20SSD084",1,2720
"SSD","Northern Bahr El Ghazal : Wilayat - State","8.5360449","26.7967849","20SSD082",1,2940
"SSD","Unity : Wilayat - State","8.9277211","29.7889248","20SSD073",1,3004
"SSD","Upper Nile : Wilayat - State","9.8894202","32.7181375","20SSD071",1,3006
"SSD","Warrab : Wilayat - State","8.2209308","28.8596804","20SSD081",1,2747
"SSD","Western Bahr El Ghazal : Wilayat - State","8.6452399","25.2837585","20SSD083",1,2749
"SSD","Western Equatoria : Wilayat - State","5.3471799","28.299435","20SSD091",1,2751
"SSD","Gendrassa","9.9867","33.617","SSDs004467",3,2711
"SSD","Kaya","10.095603","33.58351","SSDs005226",3,2715
"SSD","Maridi : County","4.9108082","29.4527538","20SSD091007",2,2728
"SSD","Pamir","9.918056","30.351389","SSDs008776",3,3752
"SSD","Yida : Point","0","0","SSDs004118",3,2756
"SSD","Yusuf Batil","10.0177002","33.54579926","SSDs004461",3,2757
"SPA","Spain : Dispersed in the country / territory","40.463667","-3.74922","ESP",0,2758
"LKA","Colombo : District","6.9270786","79.861243","20LKA001001",2,2763
"LKA","Gampaha : District","7.0873101","80.0143656","20LKA001002",2,2766
"LKA","Kandy : District","7.2905715","80.6337262","20LKA002001",2,2770
"LKA","Ampara : District","7.3017563","81.6747295","20LKA005002",2,2759
"LKA","Batticaloa : District","7.7309971","81.6747295","20LKA005001",2,2762
"LKA","Jaffna : District","9.6614981","80.0255465","20LKA004001",2,2768
"LKA","Kilinochchi : District","9.3802886","80.3769999","20LKA004005",2,2772
"LKA","Mannar : District","8.9893222","79.8800832","20LKA004002",2,2774
"LKA","Mullaitivu : District","9.2670911","80.814248","20LKA004004",2,2777
"LKA","Trincomalee : District","8.5922","81.1967958","20LKA005003",2,2781
"LKA","Vavuniya : District","8.7381572","80.4771472","20LKA004003",2,2782
"LKA","Kalutara","6.5853948","79.96074","LKAr000000176",3,2769
"LKA","Kurunegala","7.4729813","80.3547286","LKAr000000263",3,2773
"SUD","Khartoum : Wilayat - State","15.5006544","32.5598994","20SDN001",1,2892
"SUD","Kassala : Wilayat - State","14.6666667","35.7166667","20SDN011",1,2889
"SUD","Shagarab 1 : Point","14.7597","35.9803","SDNs001497",3,2963
"SUD","Central Darfur : Wilayat - State","12.33329964","23.41670036","20SDN006",1,2821
"SUD","Southern Darfur : Wilayat - State","11.6488639","24.9042208","20SDN003",1,2973
"SUD","Western Darfur : Wilayat - State","12.8463561","23.0011989","20SDN004",1,3025
"SUD","Eastern Darfur : Wilayat - State","11.16670036","26.5","20SDN005",1,2837
"SUD","Mukjar : Point","11.997083","25.613171","SDNs003102",3,2929
"SUD","Wad Medani : Point","14.393082","33.5392081","SDNr000000495",3,3019
"SUD","North Kordofan : Wilayat - State","13.8306441","29.4179324","20SDN013",1,2941
"SUD","Red Sea : Wilayat - State","19.4556063","35.2148469","21SDN010",1,2950
"SUD","Abuda : Point","14.3525","35.8897","SDNs001478",3,2785
"SUD","Fau 5 : Point","14.41875","33.939796","SDNs001484",3,2850
"SUD","Gedaref","14.036378","35.383019","SDNs003048",3,3998
"SUD","Girba","14.96632","35.922356","SDNs080012",3,2865
"SUD","Hasahisa : Point","14.734939","33.29729","SDNs015587",3,4001
"SUD","Kilo 26 : Point","15.084714","35.764364","SDNs001491",3,2897
"SUD","Sennar : Wilayat - State","12.482316399684","34.314911448719","21SDN014",1,2962
"SUD","Shagarab 2 : Point","14.7381","35.9736","SDNs001498",3,2964
"SUD","Shagarab 3 : Point","14.7042","35.9722","SDNs001499",3,2965
"SUD","Tenedba","13.7544","34.3908","SDNs001501",3,2979
"SUD","Um Gargur : Point","14.5092","35.6361","SDNs001504",3,2994
"SUD","Um Rakuba","13.4897","35.68","SDNs001506",3,2999
"SUD","Wad Sherife : Point","15.365898","36.452404","SDNs001510",3,3020
"SUD","Blue Nile : CAMP 6","11.425112","34.697352","SDNs990241",3,4580
"SUD","Blue Nile : Wilayat - State","11.5860078","34.1531947","20SDN008",1,2817
"SUD","Gedaref : Babikere","13.009738","35.759567","SDNs990252",3,4578
"SUD","Northern Darfur : Wilayat - State","15.7661969","24.9042208","20SDN002",1,2936
"SUD","River Nile : Wilayat - State","17.58208","33.960534","21SDN016",1,4582
"SUD","Abu Gabra","11.066265","26.854147","SDNs080019",3,3984
"SUD","Abu Karaynka","11.5868","26.5357","SDNr000000316",3,3986
"SUD","Abu Matariq","10.995233","26.208275","SDNs027993",3,3987
"SUD","Adila","11.33207","26.99384","SDNs015520",3,3990
"SUD","Aj jazirah : Wilayat - State","14.400413","33.518395","21SDN015",1,4579
"SUD","Al Nimir Camp","11.22495","26.00037","SDNs027979",3,3991
"SUD","El Ferdous","11.05099","25.48488","SDNs027982",3,3996
"SUD","Kario","11.0853","26.12228","SDNs027978",3,4002
"SUD","Northern : Wilayat - State","19.184224","30.474265","21SDN017",1,4581
"SUD","South Kordofan : Wilayat - State","11.1990192","29.4179324","20SDN007",1,2974
"SUD","West Kordofan : Wilayat - State","13.083333","30.35","20SDN018",1,3026
"SUD","White Nile - Al Jameya","12.727639","32.727244","SDNs080013",3,4007
"SUD","White Nile - Al Kashafa","12.500097","32.78025","SDNs007743",3,3977
"SUD","White Nile - Alagaya","12.366076","32.801976","SDNs004671",3,3976
"SUD","White Nile - Alredais1","12.590601","32.777445","SDNs003067",3,3975
"SUD","White Nile - Alredais2","12.598457","32.765813","SDNs027974",3,3974
"SUD","White Nile - Dabat Bosin","12.369378","32.802193","SDNs027977",3,3973
"SUD","White Nile - Jouri","12.472768","32.787378","SDNs007744",3,3972
"SUD","White Nile - Khor Al waral","12.716649","32.740752","SDNs080014",3,4006
"SUD","White Nile - Um Sangour","12.660033","32.747302","SDNs027975",3,3971
"SUD","White Nile : Wilayat - State","13.2403881","32.5372741","20SDN009",1,3027
"SUR","Suriname : Dispersed in the country","4.2195834873609","-55.817566759723","SUR",0,4311
"SWE","Sweden : Dispersed in the country / territory","60.128161","18.643501","SWE",0,3041
"SWI","Switzerland : Dispersed in the country / territory","46.818188","8.227512","CHE",0,3042
"SYR","Aleppo : Mohafazah - Governorate","36.2021047","37.1342603","20SYR002",1,3047
"SYR","Damascus : Mohafazah - Governorate","33.5138073","36.2765279","20SYR001",1,3051
"SYR","Homs : Mohafazah - Governorate","34.7324273","36.7136959","20SYR004",1,3059
"SYR","Lattakia : Mohafazah - Governorate","35.5407103","35.7952667","20SYR006",1,3061
"SYR","Rural Damascus : Mohafazah - Governorate","33.5167289","36.954107","20SYR003",1,3063
"SYR","Al Hol","36.375067","41.151031","SYRs001513",3,3044
"SYR","As-Suweida : Mohafazah - Governorate","32.7989156","36.7819505","20SYR013",1,3050
"SYR","Dara : Mohafazah - Governorate","32.626434","36.1033061","20SYR012",1,3052
"SYR","Dayr Az-Zor : Mohafazah - Governorate","35.3296518","40.1350341","20SYR009",1,3053
"SYR","Hama : Mohafazah - Governorate","35.1408881","36.7551993","20SYR005",1,3056
"SYR","Hassakeh : Mohafazah - Governorate","36.507867","40.7462671","20SYR008",1,3057
"SYR","Idleb : Mohafazah - Governorate","35.9310271","36.6417777","20SYR007",1,3060
"SYR","Raqqa : Mohafazah - Governorate","35.9594106","38.9981052","20SYR011",1,3062
"SYR","Tartous : Mohafazah - Governorate","34.8959276","35.8866517","20SYR010",1,3066
"SYR","Al Qunaytirah : Mohafazah - Governorate","33.0776318","35.8934136","20SYR014",1,3046
"SYR","Syrian Arab Republic : Dispersed in the country / territory","34.802075","38.996815","SYR",0,3064
"TJK","Dushanbe : Capital city","38.5597722","68.7870384","TJKr000000036",3,3068
"TJK","Khatlon : Province","37.9113562","69.097023","20TJK003",1,3069
"TJK","Khujand : City of provincial subordination","40.2675155","69.6452877","TJKr000000010",3,3070
"TJK","Tajikistan : Dispersed in the country / territory","38.861034","71.276093","TJK",0,3073
"TJK","Vahdat City","38.559232161926","69.019725397359","TJKr000000028",3,3749
"TJK","Districts of Republican Subordination","38.53575","68.77905","20TJK001",1,3748
"TJK","GBAO","37.12718200255","71.786154850565","20TJK002",1,4537
"TJK","Rasht","39.008077619993","70.370849421018","20TJK001005",2,4538
"TJK","Sughd Province","40.267283685039","69.644875486644","20TJK004",1,3750
"THA","Bangkok : Metropolitan administration","13.7563309","100.5017651","20THA010",1,3077
"THA","Ban Don Yang : Point","15.27107","98.301792","THAs001531",3,3074
"THA","Ban Mae Surin : Point","19.0230416667","97.8312638889","THAs001534",3,3076
"THA","Mae La : Point","17.1301333333","98.373675","THAs001542",3,3083
"THA","Mae La Oon : Point","17.8059055556","97.7828361111","THAs002987",3,3084
"THA","Mae Ra Ma Luang : Point","17.804575","97.8083833333","THAs001543",3,3085
"THA","Mai Nai Soi : Point","19.354692","97.838819","THAs001533",3,3075
"THA","Nu Po : Point","15.8511361111","98.6728138889","THAs001545",3,3089
"THA","Thailand : Dispersed in the country / territory","15.870032","100.992541","THA",0,3080
"THA","Tham Hin : Point","13.6974194444","99.2663027778","THAs001547",3,3092
"THA","Umpium : Point","16.391089","99.008736","THAs001548",3,3093
"TOG","Lome : Commune","6.1724969","1.2313618","TGOr000000007",3,3181
"TOG","Aného","6.2275285","1.5741992","TGOr000000018",3,4331
"TOG","Dispersed in country","12.565679","104.990963","KHM",0,261
"TOG","Sotouboua : Prefecture","8.5653801","0.9772874","20TGO001002",2,3185
"TOG","Tandjoare : Prefecture","10.678069748752","0.075346327542775","20TGO005003",2,3964
"TOG","Avepozo","6.1682803493584","1.3425278146262","TGOs003831",3,3172
"TOG","Kpalimé","6.9073397","0.6167362","TGOr000000014",3,4329
"TOG","Maritime","6.5","1.333330035","20TGO003",1,3192
"TON","Nuku'alofa : Point","-21.1393418","-175.204947","TONr000000013",3,3194
"TRT","Port of Spain : Municipality","10.6549013","-61.5019256","20TTO008",1,3195
"TUN","Ariana","36.859481145276","10.159056357642","TUNs005726",3,3961
"TUN","Beja","36.727221651045","9.1984519849778","TUNs005727",3,4393
"TUN","Bizerte","37.272265201297","9.8645160843951","TUNs005721",3,4394
"TUN","Medenine","33.330528249028","10.497436523438","TUNs005320",3,4396
"TUN","Sousse","35.824742133247","10.634758216558","TUNs005724",3,4400
"TUN","Tunis","36.806724876806","10.181700289249","TUNs003384",3,4401
"TUN","Ben Arous","36.740856843991","10.226163186147","TUNs005739",3,3962
"TUN","Manouba","36.808458373481","10.085055601902","TUNr000000020",3,3963
"TUN","Sfax","34.739449839115","10.759782268084","TUNs005322",3,4398
"TUN","Monastir","35.75542836926","10.810546875","TUNs005731",3,4397
"TUN","Nabeul","36.4550658","10.7154228","TUNr000000169",3,3205
"TUN","Gabes","33.886293172727","10.09790229313","TUNs005737",3,3663
"TUN","Jendouba","36.5072263","8.7756556","TUNr000000021",3,3199
"TUN","Mahdia","35.5042821433","11.038513183594","TUNs005735",3,4479
"TUN","Tataouine","32.930360457645","10.450375443526","TUNs005736",3,3659
"TUN","Gafsa","34.428264014916","8.7761200213897","TUNs005725",3,3662
"TUN","Kairouan","35.6759137","10.0919243","TUNr000000142",3,3200
"TUN","Kebili","33.70523631875","8.9677948881301","TUNs005740",3,3660
"TUN","Zaghouan","36.401212656532","10.136575525732","TUNs005730",3,4480
"TUN","Kef","36.1679648","8.7095789","TUNr000000385",3,3202
"TUN","Sidi Bou Zid","35.033376468221","9.4866943359375","TUNs005733",3,4399
"TUN","Siliana","36.084733718342","9.3676230792967","TUNs005729",3,3658
"TUN","Tozeur","33.905399765182","8.1275585118468","TUNs005738",3,4402
"TUR","Turkey : Dispersed in the country / territory","38.963745","35.243322","TUR",0,3291
"TKM","Ashgabat : Capital city","37.9600766","58.3260629","TKMr000000027",3,3303
"TKM","Mary : Region","36.9481623","62.4504154","20TKM005",1,3328
"TKM","Turkmenabat : District","39.0041313","63.568808","TKMr000000023",3,3341
"TKM","Turkmenbashi : District","40.0336591","52.9759299","TKMr000000045",3,3342
"TKM","Turkmenistan : Dispersed in the country / territory","38.969719","59.556278","TKM",0,3312
"TCI","Turks and Caicos Islands : Dispersed in the country / territory","21.694025","-71.797928","TCA",0,3348
"UGA","Kampala : City","0.3475964","32.5825197","UGAs006928",3,3360
"UGA","Adjumani : District","3.3783808","31.7822278","24UGA003065",2,3349
"UGA","Kayaka II : Point","0.357999","31.081311","UGAs002986",3,3362
"UGA","Kiryandongo : District","1.9530448","32.1391217","24UGA004120",2,3363
"UGA","Kyangwali : Point","1.211136","30.812695","UGAs990142",3,3366
"UGA","Nakivale : Point","-0.776389","30.949444","UGAs001945",3,3373
"UGA","Oruchinga : Point","-0.961159","30.637274","UGAs990102",3,3375
"UGA","Rhino Camp : Point","3.033836","31.386535","UGAs990099",3,3379
"UGA","Rwamanja : Point","0.3427011","30.6549098","UGAs004468",3,3380
"UGA","Yumbe (Bidibidi)","3.440858","31.386517","UGAs027216",3,3644
"UGA","Imvepi","3.253135","31.277129","UGAs004668",3,3359
"UGA","Kitgum : District","3.2884847","32.8789499","24UGA003077",2,3364
"UGA","Koboko : District","3.4167992","30.9589496","24UGA003078",2,3365
"UGA","Palorinya","3.508815","31.659742","UGAs990101",3,3378
"UGA","Uganda : Dispersed in the country / territory","1.373333","32.290275","UGA",0,3354
"UKR","Ukraine : Dispersed in the country / territory","48.941813187747","32.589465889299","UKR",0,3383
"UAE","Abu Dhabi : Emirate","24.2991738","54.6972774","20ARE001",1,3402
"GBR","United Kingdom of Great Britain and Northern Ireland : Dispersed in the country / territory","54.7877149","-6.4923145","GBR",0,3404
"TAN","Dar es Salaam : Region","-6.792354","39.2083284","20TZA007",1,3406
"TAN","Katumba : Point","-6.3358333","31.24","TZAs004687",3,3411
"TAN","Kigoma : Region","-4.8824092","29.6615055","20TZA016",1,3413
"TAN","Mishamo : Point","-5.683330059","30.68330002","TZAs006127",3,3418
"TAN","Mtendeli (Kibondo)","-6.161610126","39.19659042","TZAs001526",3,3423
"TAN","Nduta (Kibondo)","-5.383329868","34.93330002","TZAs001529",3,3428
"TAN","Nyarugusu : Point","-4.2172345","30.3867834","TZAs001530",3,3430
"TAN","Ulyankulu : Point","-4.75581","32.321411","TZAs006128",3,3434
"TAN","Chogo : Point","-6.983329773","35.25","TZAs001515",3,3405
"USA","United States of America : Dispersed in the country / territory","37.09024","-95.712891","USA",0,3435
"URU","Montevideo : Department","-34.9011127","-56.1645314","20URY010",1,3438
"UZB","Tashkent city : Region","41.2994958","69.2400734","20UZB014",1,3448
"UZB","Uzbekistan: Dispersed in the country","41.377491","64.585262","UZB",0,3441
"VAN","Port Vila : Point","-17.7332512","168.3273245","VUTr000000077",3,3450
"VEN","Caracas : Point","10.488308","-66.8201324","VENs003432",3,3457
"VEN","Venezuela : Dispersed in the country / territory","8.0216550675615","-65.884005746895","VEN",0,3460
"VEN","Apure : Point","7.283","-71.901","VENs003431",3,3452
"VEN","Pto. Ordaz (Bolivar)","8.265198","-62.793467","VENr000000956",3,3481
"VEN","Tachira :  Estado - State","7.9137001","-72.1416132","20VEN020",1,3496
"VEN","Zulia : Estado - State","10.642025799829","-71.602829387065","20VEN023",1,3501
"SRV","Viet Nam : Dispersed in the country / territory","14.058324","108.277199","VNM",0,3507
"YEM","Amanat Al Asimah: Muhafazah - Governorate","15.346396097026","44.200028356785","20YEM013",1,3765
"YEM","Aden: Muhafazah - Governorate","12.7854969","45.0186548","20YEM024",1,3513
"YEM","Ibb: Muhafazah - Governorate","13.975365118465","44.167453634788","20YEM011",1,3766
"YEM","Al Dhale'e : Muhafazah - Governorate","13.706122726339","44.731886677047","20YEM030",1,3754
"YEM","Al Hudaydah: Muhafazah - Governorate","14.7909118","42.9708838","20YEM018",1,3524
"YEM","Al Mahrah: Muhafazah - Governorate","16.562708516877","51.776046245215","20YEM028",1,3527
"YEM","Hadramawt: Muhafazah - Governorate","16.9304135","49.3653149","20YEM019",1,3521
"YEM","Hajjah : Muhafazah - Governorate","16.1180631","43.329466","20YEM017",1,3522
"YEM","Lahj : Muhafazah - Governorate","12.94935683159","44.176845366896","20YEM025",1,3764
"YEM","Sa'dah : Muhafazah - Governorate","16.9509413","43.7477743","20YEM022",1,3531
"YEM","Sanaa: Muhafazah - Governorate","15.3694451","44.1910066","20YEM023",1,3533
"YEM","Taizz: Muhafazah - Governorate","13.5872484","44.0351399","20YEM015",1,3537
"YEM","Abyan: Muhafazah - Governorate","13.6343413","46.0563212","20YEM012",1,3512
"YEM","Al-Bayda : Muhafazah - Governorate","14.3588662","45.4498065","20YEM014",1,3516
"YEM","Amran : Muhafazah - Governorate","16.2569214","43.9436788","20YEM029",1,3517
"YEM","Dhamar : Muhafazah - Governorate","14.7195344","44.2479015","20YEM020",1,3518
"YEM","Marib : Muhafazah - Governorate","15.473581343524","45.323298106925","20YEM026",1,3767
"YEM","Shabwah: Muhafazah - Governorate","14.7546303","46.516262","20YEM021",1,3535
"YEM","Al Jawf : Muhafazah - Governorate","16.7901819","45.2993862","20YEM016",1,3514
"YEM","Al Mahwit: Muhafazah - Governorate","15.465965190369","43.538509136823","20YEM027",1,3768
"YEM","Lahij: Muhafazah - Governorate","13.1489588","44.8505495","20YEM025",1,3526
"YEM","Raymah: Muhafazah - Governorate","14.854330238038","43.556546155171","20YEM031",1,3769
"YEM","Socotra : Muhafazah - Governorate","12.481202956335","53.846331733531","20YEM032",1,4289
"ZAM","Lusaka : District","-15.3875259","28.3228165","20ZMB005",1,3545
"ZAM","Mayukwayukwa : Point","-14.549008","24.191094","ZMBs001621",3,3546
"ZAM","Meheba : Point","-12.497463","25.8816","ZMBs001622",3,3547
"ZAM","Zambia : Dispersed in the country / territory","-13.982960572334","28.170224278105","ZMB",0,3541
"ZAM","Mantapala : Point","-9.526658","28.868964","ZMBs034147",3,3635
"ZIM","Manicaland : Province","-18.9216386","32.174605","20ZWE011",1,3557
"ZIM","Harare : City","-17.8251657","31.03351","ZWEr000000065",3,3556
"ZIM","Tongogara : Point","-16.9406966","31.6062025","ZWEs002069",3,3565
"ZIM","Matebeleland South : Province","-21.052337","29.0459927","20ZWE016",1,3563
